Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;0.34;1;******;0.0998;******;******;******;0.0588;39.9;4.09;
2;0.578;1;******;0.201;******;******;******;0.0999;39.9;4.09;
3;0.853;1;******;0.302;******;******;******;0.147;39.9;4.09;
4;1.09;1;******;0.403;******;******;******;0.189;39.9;4.09;
5;1.35;1;******;0.505;******;******;******;0.233;39.9;4.09;
6;1.59;1;******;0.607;******;******;******;0.276;39.9;4.09;
7;1.84;1;******;0.71;******;******;******;0.318;39.9;4.09;
8;2.1;1;******;0.814;******;******;******;0.362;39.9;4.09;
9;2.35;1;******;0.917;******;******;******;0.406;39.9;4.09;
10;2.6;1;******;1.02;******;******;******;0.449;39.9;4.09;
11;2.85;1;******;1.13;******;******;******;0.493;39.9;4.09;
12;3.11;1;******;1.23;******;******;******;0.537;39.9;4.09;
13;3.36;1;******;1.34;******;******;******;0.581;39.9;4.09;
14;3.62;1;******;1.44;******;******;******;0.625;39.9;4.09;
15;3.87;1;******;1.55;******;******;******;0.669;39.9;4.09;
16;4.13;1;******;1.66;******;******;******;0.713;39.9;4.09;
17;4.38;1;******;1.76;******;******;******;0.757;39.9;4.09;
18;4.63;1;******;1.87;******;******;******;0.799;39.9;4.09;
19;4.87;1;******;1.98;******;******;******;0.842;39.9;4.09;
20;5.12;1;******;2.09;******;******;******;0.885;39.9;4.09;
21;5.37;1;******;2.2;******;******;******;0.928;39.9;4.09;
22;5.62;1;******;2.31;******;******;******;0.972;39.9;4.09;
23;5.87;1;******;2.42;******;******;******;1.01;39.9;4.09;
24;6.12;1;******;2.53;******;******;******;1.06;39.9;4.09;
25;6.38;1;******;2.64;******;******;******;1.1;39.9;4.09;
26;6.63;1;******;2.76;******;******;******;1.15;39.9;4.09;
27;6.9;1;******;2.87;******;******;******;1.19;39.9;4.09;
28;7.16;1;******;2.98;******;******;******;1.24;39.9;4.09;
29;7.43;1;******;3.1;******;******;******;1.28;39.9;4.09;
30;7.7;1;******;3.21;******;******;******;1.33;39.9;4.09;
31;7.97;1;******;3.32;******;******;******;1.38;39.9;4.09;
