Meas. Pts.;Strain;Shear Stress;Frequency;Interval Time;Storage Modulus;Loss Modulus;Damping Factor;Deflection Angle;Temperature;Torque;Status
;[%];[Pa];[Hz];[s];[Pa];[Pa];[1];[mrad];[°C];[µNm];[]
1;14.5;100;******;0.1;******;******;******;2.51;24.9;409;
2;14.8;100;******;0.203;******;******;******;2.56;24.9;409;
3;12;100;******;0.303;******;******;******;2.07;24.9;409;
4;8.57;100;******;0.404;******;******;******;1.48;24.9;409;
5;7.62;100;******;0.506;******;******;******;1.32;24.9;409;
6;8.82;100;******;0.609;******;******;******;1.52;24.9;409;
7;10.8;100;******;0.711;******;******;******;1.87;24.9;409;
8;12.5;100;******;0.814;******;******;******;2.17;24.9;409;
9;13.4;100;******;0.918;******;******;******;2.32;24.9;409;
10;13.1;100;******;1.02;******;******;******;2.27;24.9;409;
11;12.4;100;******;1.13;******;******;******;2.14;24.9;409;
12;11.6;100;******;1.23;******;******;******;2.01;24.9;409;
13;11.3;100;******;1.34;******;******;******;1.96;24.9;409;
14;11.4;100;******;1.44;******;******;******;1.97;24.9;409;
15;11.8;100;******;1.55;******;******;******;2.03;24.9;409;
16;12.2;100;******;1.66;******;******;******;2.12;24.9;409;
17;12.7;100;******;1.77;******;******;******;2.19;24.9;409;
18;13;100;******;1.88;******;******;******;2.25;24.9;409;
19;13.2;100;******;1.98;******;******;******;2.29;24.9;409;
20;13.4;100;******;2.09;******;******;******;2.31;24.9;409;
21;13.4;100;******;2.2;******;******;******;2.32;24.9;409;
22;13.5;100;******;2.31;******;******;******;2.33;24.9;409;
23;13.5;100;******;2.42;******;******;******;2.33;24.9;409;
24;13.5;100;******;2.53;******;******;******;2.34;24.9;409;
25;13.6;100;******;2.64;******;******;******;2.35;24.9;409;
26;13.7;100;******;2.76;******;******;******;2.36;24.9;409;
27;13.8;100;******;2.87;******;******;******;2.38;24.9;409;
28;13.9;100;******;2.98;******;******;******;2.4;24.9;409;
29;14;100;******;3.1;******;******;******;2.41;24.9;409;
30;14.1;100;******;3.21;******;******;******;2.43;24.9;409;
31;14.2;100;******;3.33;******;******;******;2.45;24.9;409;
32;14.3;100;******;3.44;******;******;******;2.47;24.9;409;
33;14.4;100;******;3.56;******;******;******;2.49;24.9;409;
34;14.5;100;******;3.67;******;******;******;2.51;24.9;409;
35;14.6;100;******;3.79;******;******;******;2.53;24.9;409;
36;14.7;100;******;3.91;******;******;******;2.55;24.9;409;
37;14.8;100;******;4.03;******;******;******;2.56;24.9;409;
38;14.9;100;******;4.14;******;******;******;2.58;24.9;409;
39;15;100;******;4.26;******;******;******;2.6;24.9;409;
40;15.1;100;******;4.39;******;******;******;2.62;24.9;409;
41;15.2;100;******;4.5;******;******;******;2.63;24.9;409;
42;15.3;100;******;4.63;******;******;******;2.65;24.9;409;
43;15.4;100;******;4.75;******;******;******;2.67;24.9;409;
44;15.5;100;******;4.87;******;******;******;2.69;24.9;409;
45;15.6;100;******;4.99;******;******;******;2.7;24.9;409;
46;15.7;100;******;5.12;******;******;******;2.72;24.9;409;
47;15.8;100;******;5.24;******;******;******;2.74;24.9;409;
48;15.9;100;******;5.36;******;******;******;2.75;24.9;409;
49;16;100;******;5.49;******;******;******;2.77;24.9;409;
50;16.1;100;******;5.61;******;******;******;2.78;24.9;409;
51;16.2;100;******;5.74;******;******;******;2.8;24.9;409;
52;16.3;100;******;5.87;******;******;******;2.82;24.9;409;
53;16.4;100;******;5.99;******;******;******;2.83;24.9;409;
54;16.5;100;******;6.12;******;******;******;2.85;24.9;409;
55;16.6;100;******;6.25;******;******;******;2.86;24.9;409;
56;16.7;100;******;6.38;******;******;******;2.88;24.9;409;
57;16.8;100;******;6.5;******;******;******;2.9;24.9;409;
58;16.9;100;******;6.64;******;******;******;2.91;24.9;409;
59;17;100;******;6.77;******;******;******;2.93;24.9;409;
60;17;100;******;6.9;******;******;******;2.95;24.9;409;
61;17.1;100;******;7.03;******;******;******;2.96;24.9;409;
62;17.2;100;******;7.16;******;******;******;2.98;24.9;409;
63;17.3;100;******;7.3;******;******;******;3;24.9;409;
64;17.4;100;******;7.43;******;******;******;3.01;24.9;409;
65;17.5;100;******;7.56;******;******;******;3.03;24.9;409;
66;17.6;100;******;7.7;******;******;******;3.05;24.9;409;
67;17.7;100;******;7.83;******;******;******;3.06;24.9;409;
68;17.8;100;******;7.97;******;******;******;3.08;24.9;409;
69;17.9;100;******;8.11;******;******;******;3.1;24.9;409;
70;18;100;******;8.24;******;******;******;3.11;24.9;409;
71;18.1;100;******;8.38;******;******;******;3.13;24.9;409;
72;18.2;100;******;8.52;******;******;******;3.15;24.9;409;
73;18.3;100;******;8.66;******;******;******;3.17;24.9;409;
74;18.4;100;******;8.8;******;******;******;3.18;24.9;409;
75;18.5;100;******;8.94;******;******;******;3.2;24.9;409;
76;18.6;100;******;9.08;******;******;******;3.22;24.9;409;
77;18.7;100;******;9.23;******;******;******;3.23;24.9;409;
78;18.8;100;******;9.37;******;******;******;3.25;24.9;409;
79;18.9;100;******;9.51;******;******;******;3.27;24.9;409;
80;19;100;******;9.65;******;******;******;3.29;24.9;409;
81;19.1;100;******;9.8;******;******;******;3.3;24.9;409;
82;19.2;100;******;9.94;******;******;******;3.32;24.9;409;
83;19.3;100;******;10.1;******;******;******;3.34;24.9;409;
84;19.4;100;******;10.2;******;******;******;3.36;24.9;409;
85;19.5;100;******;10.4;******;******;******;3.38;24.9;409;
86;19.6;100;******;10.5;******;******;******;3.39;24.9;409;
87;19.7;100;******;10.7;******;******;******;3.41;24.9;409;
88;19.8;100;******;10.8;******;******;******;3.43;24.9;409;
89;19.9;100;******;11;******;******;******;3.45;24.9;409;
90;20;100;******;11.1;******;******;******;3.46;24.9;409;
91;20.1;100;******;11.3;******;******;******;3.48;24.9;409;
92;20.2;100;******;11.4;******;******;******;3.5;24.9;409;
93;20.3;100;******;11.6;******;******;******;3.52;24.9;409;
94;20.4;100;******;11.7;******;******;******;3.53;24.9;409;
95;20.5;100;******;11.9;******;******;******;3.55;24.9;409;
96;20.6;100;******;12;******;******;******;3.57;24.9;409;
97;20.8;100;******;12.2;******;******;******;3.59;24.9;409;
98;20.9;100;******;12.4;******;******;******;3.6;24.9;409;
99;21;100;******;12.5;******;******;******;3.62;24.9;409;
100;21.1;100;******;12.7;******;******;******;3.64;24.9;409;
101;21.2;100;******;12.8;******;******;******;3.66;24.9;409;
102;21.3;100;******;13;******;******;******;3.67;24.9;409;
103;21.4;100;******;13.2;******;******;******;3.69;24.9;409;
104;21.5;100;******;13.3;******;******;******;3.71;24.9;409;
105;21.6;100;******;13.5;******;******;******;3.73;24.9;409;
106;21.7;100;******;13.6;******;******;******;3.74;24.9;409;
107;21.8;100;******;13.8;******;******;******;3.76;24.9;409;
108;21.9;100;******;14;******;******;******;3.78;24.9;409;
109;22;100;******;14.1;******;******;******;3.8;24.9;409;
110;22.1;100;******;14.3;******;******;******;3.81;24.9;409;
111;22.2;100;******;14.5;******;******;******;3.83;24.9;409;
112;22.3;100;******;14.6;******;******;******;3.85;24.9;409;
113;22.4;100;******;14.8;******;******;******;3.87;24.9;409;
114;22.5;100;******;15;******;******;******;3.89;24.9;409;
115;22.6;100;******;15.1;******;******;******;3.9;24.9;409;
116;22.7;100;******;15.3;******;******;******;3.92;24.9;409;
117;22.8;100;******;15.5;******;******;******;3.94;24.9;409;
118;22.9;100;******;15.6;******;******;******;3.96;24.9;409;
119;23;100;******;15.8;******;******;******;3.97;24.9;409;
120;23.1;100;******;16;******;******;******;3.99;24.9;409;
121;23.2;100;******;16.2;******;******;******;4.01;24.9;409;
122;23.3;100;******;16.3;******;******;******;4.03;24.9;409;
123;23.4;100;******;16.5;******;******;******;4.05;24.9;409;
124;23.5;100;******;16.7;******;******;******;4.06;24.9;409;
125;23.6;100;******;16.9;******;******;******;4.08;24.9;409;
126;23.7;100;******;17;******;******;******;4.1;24.9;409;
127;23.8;100;******;17.2;******;******;******;4.12;24.9;409;
128;23.9;100;******;17.4;******;******;******;4.14;24.9;409;
129;24.1;100;******;17.6;******;******;******;4.16;24.9;409;
130;24.2;100;******;17.8;******;******;******;4.18;24.9;409;
131;24.3;100;******;17.9;******;******;******;4.2;24.9;409;
132;24.4;100;******;18.1;******;******;******;4.22;24.9;409;
133;24.5;100;******;18.3;******;******;******;4.24;24.9;409;
134;24.6;100;******;18.5;******;******;******;4.25;24.9;409;
135;24.7;100;******;18.7;******;******;******;4.27;24.9;409;
136;24.8;100;******;18.9;******;******;******;4.29;24.9;409;
137;25;100;******;19.1;******;******;******;4.31;24.9;409;
138;25.1;100;******;19.2;******;******;******;4.33;24.9;409;
139;25.2;100;******;19.4;******;******;******;4.35;24.9;409;
140;25.3;100;******;19.6;******;******;******;4.37;24.9;409;
141;25.4;100;******;19.8;******;******;******;4.39;24.9;409;
142;25.5;100;******;20;******;******;******;4.41;24.9;409;
143;25.7;100;******;20.2;******;******;******;4.43;24.9;409;
144;25.8;100;******;20.4;******;******;******;4.45;24.9;409;
145;25.9;100;******;20.6;******;******;******;4.47;24.9;409;
146;26;100;******;20.8;******;******;******;4.49;24.9;409;
147;26.1;100;******;21;******;******;******;4.51;24.9;409;
148;26.2;100;******;21.2;******;******;******;4.54;24.9;409;
149;26.4;100;******;21.4;******;******;******;4.56;24.9;409;
150;26.5;100;******;21.6;******;******;******;4.58;24.9;409;
151;26.6;100;******;21.8;******;******;******;4.6;24.9;409;
152;26.7;100;******;22;******;******;******;4.62;24.9;409;
153;26.8;100;******;22.2;******;******;******;4.64;24.9;409;
154;27;100;******;22.4;******;******;******;4.66;24.9;409;
155;27.1;100;******;22.6;******;******;******;4.68;24.9;409;
156;27.2;100;******;22.8;******;******;******;4.7;24.9;409;
157;27.3;100;******;23;******;******;******;4.72;24.9;409;
158;27.4;100;******;23.2;******;******;******;4.74;24.9;409;
159;27.6;100;******;23.4;******;******;******;4.76;24.9;409;
160;27.7;100;******;23.6;******;******;******;4.78;24.9;409;
161;27.8;100;******;23.8;******;******;******;4.8;24.9;409;
162;27.9;100;******;24;******;******;******;4.83;24.9;409;
163;28;100;******;24.2;******;******;******;4.85;24.9;409;
164;28.2;100;******;24.5;******;******;******;4.87;24.9;409;
165;28.3;100;******;24.7;******;******;******;4.89;24.9;409;
166;28.4;100;******;24.9;******;******;******;4.91;24.9;409;
167;28.5;100;******;25.1;******;******;******;4.93;24.9;409;
168;28.7;100;******;25.3;******;******;******;4.95;24.9;409;
169;28.8;100;******;25.5;******;******;******;4.98;24.9;409;
170;28.9;100;******;25.7;******;******;******;5;24.9;409;
171;29;100;******;26;******;******;******;5.02;24.9;409;
