Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	5E-1	******	******	******	******	15	4.56E+2	1E+1	1.12E+2
2	1E0	******	******	******	******	15	4.19E+2	1E+1	1.03E+2
3	1.5E0	******	******	******	******	15	3.96E+2	1E+1	9.73E+1
4	2E0	******	******	******	******	15	3.78E+2	1E+1	9.28E+1
5	2.5E0	******	******	******	******	15	3.62E+2	1E+1	8.9E+1
6	3E0	******	******	******	******	15	3.49E+2	1E+1	8.58E+1
7	3.5E0	******	******	******	******	15	3.37E+2	1E+1	8.28E+1
8	4E0	******	******	******	******	15	3.26E+2	1E+1	8.02E+1
9	4.5E0	******	******	******	******	15	3.16E+2	1E+1	7.77E+1
10	5E0	******	******	******	******	15	3.07E+2	1E+1	7.55E+1
11	5.5E0	******	******	******	******	15	2.99E+2	1E+1	7.34E+1
12	6E0	******	******	******	******	15	2.91E+2	1E+1	7.14E+1
13	6.5E0	******	******	******	******	15	2.83E+2	1E+1	6.96E+1
14	7E0	******	******	******	******	15	2.76E+2	1E+1	6.79E+1
15	7.5E0	******	******	******	******	15	2.69E+2	1E+1	6.62E+1
16	8E0	******	******	******	******	15	2.63E+2	1E+1	6.47E+1
17	8.5E0	******	******	******	******	15	2.57E+2	1E+1	6.32E+1
18	9E0	******	******	******	******	15	2.51E+2	1E+1	6.18E+1
19	9.5E0	******	******	******	******	15	2.46E+2	1E+1	6.04E+1
20	1E+1	******	******	******	******	15	2.41E+2	1E+1	5.91E+1
21	1.05E+1	******	******	******	******	15	2.36E+2	1E+1	5.79E+1
22	1.1E+1	******	******	******	******	15	2.31E+2	1E+1	5.67E+1
23	1.15E+1	******	******	******	******	15	2.26E+2	1E+1	5.56E+1
24	1.2E+1	******	******	******	******	15	2.22E+2	1E+1	5.45E+1
25	1.25E+1	******	******	******	******	15	2.17E+2	1E+1	5.34E+1
26	1.3E+1	******	******	******	******	15	2.13E+2	1E+1	5.24E+1
27	1.35E+1	******	******	******	******	15	2.09E+2	1E+1	5.14E+1
28	1.4E+1	******	******	******	******	15	2.05E+2	1E+1	5.05E+1
29	1.45E+1	******	******	******	******	15	2.02E+2	1E+1	4.96E+1
30	1.5E+1	******	******	******	******	15	1.98E+2	1E+1	4.87E+1
31	1.55E+1	******	******	******	******	15	1.95E+2	1E+1	4.78E+1
32	1.6E+1	******	******	******	******	15	1.91E+2	1E+1	4.7E+1
33	1.65E+1	******	******	******	******	15	1.88E+2	1E+1	4.62E+1
34	1.7E+1	******	******	******	******	15	1.85E+2	1E+1	4.54E+1
35	1.75E+1	******	******	******	******	15	1.82E+2	1E+1	4.46E+1
36	1.8E+1	******	******	******	******	15	1.78E+2	1E+1	4.39E+1
37	1.85E+1	******	******	******	******	15	1.76E+2	1E+1	4.31E+1
38	1.9E+1	******	******	******	******	15	1.73E+2	1E+1	4.24E+1
39	1.95E+1	******	******	******	******	15	1.7E+2	1E+1	4.18E+1
40	2E+1	******	******	******	******	15	1.67E+2	1E+1	4.11E+1
41	2.05E+1	******	******	******	******	15	1.65E+2	1E+1	4.04E+1
42	2.1E+1	******	******	******	******	15	1.62E+2	1E+1	3.98E+1
43	2.15E+1	******	******	******	******	15	1.59E+2	1E+1	3.92E+1
44	2.2E+1	******	******	******	******	15	1.57E+2	1E+1	3.86E+1
45	2.25E+1	******	******	******	******	15	1.55E+2	1E+1	3.8E+1
46	2.3E+1	******	******	******	******	15	1.52E+2	1E+1	3.74E+1
47	2.35E+1	******	******	******	******	15	1.5E+2	1E+1	3.69E+1
48	2.4E+1	******	******	******	******	15	1.48E+2	1E+1	3.63E+1
49	2.45E+1	******	******	******	******	15	1.46E+2	1E+1	3.58E+1
50	2.5E+1	******	******	******	******	15	1.44E+2	1E+1	3.53E+1
51	2.55E+1	******	******	******	******	15	1.42E+2	1E+1	3.48E+1
52	2.6E+1	******	******	******	******	15	1.4E+2	1E+1	3.43E+1
53	2.65E+1	******	******	******	******	15	1.38E+2	1E+1	3.38E+1
54	2.7E+1	******	******	******	******	15	1.36E+2	1E+1	3.33E+1
55	2.75E+1	******	******	******	******	15	1.34E+2	1E+1	3.29E+1
56	2.8E+1	******	******	******	******	15	1.32E+2	1E+1	3.24E+1
57	2.85E+1	******	******	******	******	15	1.3E+2	1E+1	3.2E+1
58	2.9E+1	******	******	******	******	15	1.28E+2	1E+1	3.15E+1
59	2.95E+1	******	******	******	******	15	1.27E+2	1E+1	3.11E+1
60	3E+1	******	******	******	******	15	1.25E+2	1E+1	3.07E+1
61	3.05E+1	******	******	******	******	15	1.23E+2	1E+1	3.03E+1
62	3.1E+1	******	******	******	******	15	1.22E+2	1E+1	2.99E+1
63	3.15E+1	******	******	******	******	15	1.2E+2	1E+1	2.95E+1
64	3.2E+1	******	******	******	******	15	1.18E+2	1E+1	2.91E+1
65	3.25E+1	******	******	******	******	15	1.17E+2	1E+1	2.87E+1
66	3.3E+1	******	******	******	******	15	1.15E+2	1E+1	2.83E+1
67	3.35E+1	******	******	******	******	15	1.14E+2	1E+1	2.8E+1
68	3.4E+1	******	******	******	******	15	1.12E+2	1E+1	2.76E+1
69	3.45E+1	******	******	******	******	15	1.11E+2	1E+1	2.73E+1
70	3.5E+1	******	******	******	******	15	1.1E+2	1E+1	2.69E+1
71	3.55E+1	******	******	******	******	15	1.08E+2	1E+1	2.66E+1
72	3.6E+1	******	******	******	******	15	1.07E+2	1E+1	2.63E+1
73	3.65E+1	******	******	******	******	15	1.06E+2	1E+1	2.6E+1
74	3.7E+1	******	******	******	******	15	1.04E+2	1E+1	2.56E+1
75	3.75E+1	******	******	******	******	15	1.03E+2	1E+1	2.53E+1
76	3.8E+1	******	******	******	******	15	1.02E+2	1E+1	2.5E+1
77	3.85E+1	******	******	******	******	15	1.01E+2	1E+1	2.47E+1
78	3.9E+1	******	******	******	******	15	9.94E+1	1E+1	2.44E+1
79	3.95E+1	******	******	******	******	15	9.82E+1	1E+1	2.41E+1
80	4E+1	******	******	******	******	15	9.71E+1	1E+1	2.39E+1
81	4.05E+1	******	******	******	******	15	9.59E+1	1E+1	2.36E+1
82	4.1E+1	******	******	******	******	15	9.48E+1	1E+1	2.33E+1
83	4.15E+1	******	******	******	******	15	9.36E+1	1E+1	2.3E+1
84	4.2E+1	******	******	******	******	15	9.26E+1	1E+1	2.27E+1
85	4.25E+1	******	******	******	******	15	9.15E+1	1E+1	2.25E+1
86	4.3E+1	******	******	******	******	15	9.04E+1	1E+1	2.22E+1
87	4.35E+1	******	******	******	******	15	8.94E+1	1E+1	2.2E+1
88	4.4E+1	******	******	******	******	15	8.84E+1	1E+1	2.17E+1
89	4.45E+1	******	******	******	******	15	8.74E+1	1E+1	2.15E+1
90	4.5E+1	******	******	******	******	15	8.64E+1	1E+1	2.12E+1
91	4.55E+1	******	******	******	******	15	8.54E+1	1E+1	2.1E+1
92	4.6E+1	******	******	******	******	15	8.44E+1	1E+1	2.08E+1
93	4.65E+1	******	******	******	******	15	8.35E+1	1E+1	2.05E+1
94	4.7E+1	******	******	******	******	15	8.26E+1	1E+1	2.03E+1
95	4.75E+1	******	******	******	******	15	8.16E+1	1E+1	2.01E+1
96	4.8E+1	******	******	******	******	15	8.07E+1	1E+1	1.98E+1
97	4.85E+1	******	******	******	******	15	7.99E+1	1E+1	1.96E+1
98	4.9E+1	******	******	******	******	15	7.9E+1	1E+1	1.94E+1
99	4.95E+1	******	******	******	******	15	7.81E+1	1E+1	1.92E+1
100	5E+1	******	******	******	******	15	7.73E+1	1E+1	1.9E+1
101	5.05E+1	******	******	******	******	15	7.65E+1	1E+1	1.88E+1
102	5.1E+1	******	******	******	******	15	7.56E+1	1E+1	1.86E+1
103	5.15E+1	******	******	******	******	15	7.48E+1	1E+1	1.84E+1
104	5.2E+1	******	******	******	******	15	7.4E+1	1E+1	1.82E+1
105	5.25E+1	******	******	******	******	15	7.32E+1	1E+1	1.8E+1
106	5.3E+1	******	******	******	******	15	7.24E+1	1E+1	1.78E+1
107	5.35E+1	******	******	******	******	15	7.16E+1	1E+1	1.76E+1
108	5.4E+1	******	******	******	******	15	7.09E+1	1E+1	1.74E+1
109	5.45E+1	******	******	******	******	15	7.01E+1	1E+1	1.72E+1
110	5.5E+1	******	******	******	******	15	6.94E+1	1E+1	1.71E+1
111	5.55E+1	******	******	******	******	15	6.87E+1	1E+1	1.69E+1
112	5.6E+1	******	******	******	******	15	6.8E+1	1E+1	1.67E+1
